investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV004533,2025-02-27,119093,Sip,57106,Gujarat,Ahmedabad,T30,36-45,Male,51.5,Cheque,Pending
INV000676,2025-02-27,118635,Lumpsum,201756,Rajasthan,Udaipur,B30,56+,Male,71.7,Mandate,Pending
INV000439,2025-02-28,101207,Sip,2939,Rajasthan,Udaipur,B30,56+,Male,23.4,UPI,Pending
INV001062,2025-02-28,118635,Lumpsum,111819,Karnataka,Bangalore,T30,26-35,Male,21.1,Net Banking,Pending
INV002786,2025-02-28,118633,Sip,2842,Tamil Nadu,Coimbatore,B30,26-35,Female,13.3,Cheque,Pending
INV003256,2025-02-28,102885,Sip,2261,Punjab,Amritsar,B30,46-55,Male,26.0,UPI,Pending
INV003028,2025-02-28,119094,Sip,4089,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Cheque,Pending
INV003738,2025-03-01,120841,Lumpsum,337312,Delhi,Noida,T30,26-35,Male,19.0,Cheque,Pending
INV001955,2025-03-01,149323,Sip,14958,Madhya Pradesh,Bhopal,B30,26-35,Female,16.4,Cheque,Pending
INV001443,2025-03-01,119094,Sip,1994,Uttar Pradesh,Kanpur,B30,46-55,Female,79.8,Cheque,Pending
INV004736,2025-03-01,120844,Lumpsum,421462,Tamil Nadu,Chennai,T30,36-45,Male,19.7,UPI,Pending
INV003734,2025-03-01,119093,Redemption,258331,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Net Banking,Pending
INV003493,2025-03-01,119093,Sip,4247,Gujarat,Surat,T30,18-25,Male,4.2,UPI,Pending
INV000837,2025-03-01,119094,Sip,3173,Telangana,Hyderabad,T30,56+,Male,9.8,Cheque,Pending
INV002514,2025-03-01,118632,Sip,4795,Rajasthan,Udaipur,B30,18-25,Male,7.5,Cheque,Pending
INV001276,2025-03-01,120503,Sip,3150,Rajasthan,Jaipur,T30,56+,Male,46.2,Mandate,Pending
INV004691,2025-03-01,148569,Lumpsum,453805,Delhi,Noida,T30,26-35,Male,14.5,Cheque,Pending
INV004681,2025-03-02,119551,Lumpsum,77403,Haryana,Faridabad,B30,26-35,Female,19.0,Net Banking,Pending
INV001628,2025-03-02,102887,Sip,10148,Rajasthan,Jaipur,T30,36-45,Female,45.6,Net Banking,Pending
INV004605,2025-03-02,148569,Sip,2831,Maharashtra,Nashik,B30,36-45,Male,17.8,Mandate,Pending
INV003528,2025-03-03,119094,Sip,8256,Madhya Pradesh,Bhopal,B30,18-25,Female,3.6,UPI,Pending
INV003970,2025-03-03,120842,Sip,2001,Telangana,Hyderabad,T30,18-25,Male,4.1,Net Banking,Pending
INV004058,2025-03-03,119093,Redemption,84644,Tamil Nadu,Chennai,T30,26-35,Male,22.5,Net Banking,Pending
INV002459,2025-03-03,102885,Lumpsum,29788,Rajasthan,Udaipur,B30,18-25,Female,5.2,Net Banking,Pending
INV000980,2025-03-03,119599,Sip,55062,West Bengal,Kolkata,T30,18-25,Female,7.3,UPI,Pending
INV000930,2025-03-03,125498,Sip,2980,Rajasthan,Udaipur,B30,18-25,Female,4.1,Mandate,Pending
INV002748,2025-03-04,149323,Lumpsum,505062,Punjab,Amritsar,B30,26-35,Male,7.8,Mandate,Pending
INV000024,2025-03-04,100025,Sip,3534,Delhi,Gurugram,T30,36-45,Female,27.0,Net Banking,Pending
INV004824,2025-03-04,101206,Lumpsum,75106,Uttar Pradesh,Agra,B30,26-35,Male,15.3,Cheque,Pending
INV000395,2025-03-04,120504,Sip,501,Delhi,Noida,T30,18-25,Male,3.4,Cheque,Pending
INV004606,2025-03-04,149323,Sip,1119,Gujarat,Surat,T30,36-45,Male,57.2,Net Banking,Pending
INV004765,2025-03-04,148569,Lumpsum,49602,Haryana,Gurugram,T30,26-35,Male,10.4,Net Banking,Pending
INV000238,2025-03-05,118634,Redemption,341749,Telangana,Hyderabad,T30,36-45,Male,26.3,Mandate,Pending
INV002874,2025-03-05,118636,Sip,2243,Punjab,Chandigarh,T30,56+,Female,15.0,UPI,Pending
INV002775,2025-03-05,120842,Lumpsum,386762,Haryana,Faridabad,B30,18-25,Female,5.9,Mandate,Pending
INV000722,2025-03-05,148567,Redemption,282297,Punjab,Chandigarh,T30,26-35,Female,8.1,Cheque,Pending
INV003022,2025-03-05,120504,Sip,2552,Telangana,Hyderabad,T30,46-55,Male,60.2,Cheque,Pending
INV003765,2025-03-05,120843,Sip,2828,Uttar Pradesh,Kanpur,B30,26-35,Male,11.1,Cheque,Pending
INV002849,2025-03-05,101207,Redemption,274726,Madhya Pradesh,Indore,T30,26-35,Male,21.3,Mandate,Pending
INV003524,2025-03-05,148569,Lumpsum,269754,Telangana,Hyderabad,T30,36-45,Male,12.5,Cheque,Pending
INV000413,2025-03-05,149322,Sip,538,Haryana,Gurugram,T30,36-45,Female,49.8,UPI,Pending
INV003462,2025-03-05,119551,Redemption,364569,Rajasthan,Jaipur,T30,26-35,Female,24.3,UPI,Pending
INV002553,2025-03-05,149323,Redemption,145273,Gujarat,Ahmedabad,T30,36-45,Female,47.8,Net Banking,Pending
INV000262,2025-03-05,120506,Lumpsum,177198,Telangana,Hyderabad,T30,36-45,Male,47.6,UPI,Pending
INV003201,2025-03-06,101206,Sip,8664,Rajasthan,Jaipur,T30,36-45,Female,12.2,Cheque,Pending
INV002784,2025-03-06,119095,Sip,17389,Karnataka,Mysore,B30,26-35,Male,17.7,Net Banking,Pending
INV000030,2025-03-06,119094,Sip,2212,Delhi,Noida,T30,18-25,Female,5.1,Mandate,Pending
INV001228,2025-03-07,120506,Lumpsum,586007,Karnataka,Bangalore,T30,36-45,Female,29.8,Net Banking,Pending
INV002341,2025-03-07,119095,Sip,27951,West Bengal,Kolkata,T30,36-45,Female,50.8,UPI,Pending
INV002095,2025-03-07,120504,Redemption,416451,Punjab,Amritsar,B30,26-35,Male,9.2,Net Banking,Pending
INV002591,2025-03-07,148568,Sip,14284,Gujarat,Ahmedabad,T30,18-25,Male,3.7,Net Banking,Pending
INV004602,2025-03-07,118636,Sip,5273,Delhi,Noida,T30,26-35,Female,9.4,Mandate,Pending
INV002106,2025-03-07,100016,Sip,4803,Uttar Pradesh,Lucknow,T30,26-35,Male,20.8,UPI,Pending
INV003789,2025-03-08,118632,Lumpsum,426310,Rajasthan,Udaipur,B30,36-45,Male,29.9,Cheque,Pending
INV003406,2025-03-08,120504,Sip,25965,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,Net Banking,Pending
INV002137,2025-03-08,118635,Sip,7614,Tamil Nadu,Coimbatore,B30,36-45,Male,17.6,Net Banking,Pending
INV002765,2025-03-08,120843,Sip,438,Uttar Pradesh,Lucknow,T30,36-45,Male,57.6,Net Banking,Pending
INV003602,2025-03-08,118634,Redemption,396946,Maharashtra,Nashik,B30,46-55,Male,75.4,UPI,Pending
INV000723,2025-03-08,100025,Sip,820,Madhya Pradesh,Indore,T30,46-55,Female,31.4,Mandate,Pending
INV000160,2025-03-08,120503,Redemption,279685,Tamil Nadu,Chennai,T30,36-45,Female,26.8,Cheque,Pending
INV004576,2025-03-08,120506,Sip,3281,Rajasthan,Jaipur,T30,46-55,Male,54.5,Mandate,Pending
INV001224,2025-03-09,101206,Redemption,70126,West Bengal,Kolkata,T30,18-25,Female,6.8,Cheque,Pending
INV001286,2025-03-09,119552,Sip,24662,Maharashtra,Pune,T30,36-45,Male,44.6,Mandate,Pending
INV000556,2025-03-09,119120,Sip,27034,Rajasthan,Udaipur,B30,18-25,Male,7.2,UPI,Pending
INV000887,2025-03-09,148568,Redemption,264892,Tamil Nadu,Coimbatore,B30,36-45,Male,53.9,UPI,Pending
INV002347,2025-03-10,119599,Sip,3131,Delhi,New Delhi,T30,26-35,Female,6.5,Cheque,Pending
INV003267,2025-03-10,100016,Lumpsum,282899,Rajasthan,Udaipur,B30,36-45,Male,29.9,Mandate,Pending
INV004803,2025-03-10,149323,Redemption,203564,Haryana,Gurugram,T30,18-25,Female,7.7,Net Banking,Pending
INV003128,2025-03-10,125498,Sip,1886,Uttar Pradesh,Kanpur,B30,18-25,Female,7.7,Cheque,Pending
INV004636,2025-03-10,120844,Sip,57199,Uttar Pradesh,Kanpur,B30,18-25,Female,5.0,Mandate,Pending
INV000452,2025-03-10,120505,Lumpsum,22531,Tamil Nadu,Coimbatore,B30,26-35,Male,18.1,Mandate,Pending
INV003026,2025-03-10,119551,Redemption,396168,Madhya Pradesh,Bhopal,B30,36-45,Female,25.7,Cheque,Pending
INV001341,2025-03-10,102886,Sip,2304,Madhya Pradesh,Indore,T30,46-55,Male,89.7,Mandate,Pending
INV001653,2025-03-10,119551,Lumpsum,95036,Maharashtra,Mumbai,T30,36-45,Male,45.4,Cheque,Pending
INV002353,2025-03-10,100016,Sip,44810,West Bengal,Kolkata,T30,46-55,Male,40.5,Net Banking,Pending
INV003983,2025-03-11,120503,Lumpsum,211215,Haryana,Faridabad,B30,26-35,Female,22.3,UPI,Pending
INV001241,2025-03-11,101207,Lumpsum,62894,Tamil Nadu,Chennai,T30,36-45,Female,18.3,Cheque,Pending
INV001070,2025-03-11,119598,Sip,44226,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,UPI,Pending
INV002092,2025-03-11,149324,Lumpsum,82519,Punjab,Amritsar,B30,18-25,Male,7.7,Cheque,Pending
INV003778,2025-03-11,100016,Sip,4471,Tamil Nadu,Chennai,T30,36-45,Male,59.4,Mandate,Pending
INV002774,2025-03-12,149324,Sip,47775,Haryana,Gurugram,T30,36-45,Male,58.4,Cheque,Pending
INV000356,2025-03-12,119598,Sip,8925,Haryana,Faridabad,B30,56+,Male,71.7,Net Banking,Pending
INV001642,2025-03-12,120844,Redemption,186881,Rajasthan,Jaipur,T30,56+,Female,20.5,Net Banking,Pending
INV000974,2025-03-12,120843,Sip,5423,Maharashtra,Mumbai,T30,46-55,Male,88.6,UPI,Pending
INV000754,2025-03-12,148568,Redemption,93826,West Bengal,Kolkata,T30,26-35,Male,8.0,UPI,Pending
INV002787,2025-03-12,118632,Sip,3245,Uttar Pradesh,Kanpur,B30,18-25,Male,4.8,Net Banking,Pending
INV000930,2025-03-12,119092,Lumpsum,206748,Rajasthan,Udaipur,B30,18-25,Female,4.1,Cheque,Pending
INV004205,2025-03-12,119552,Sip,2308,Telangana,Hyderabad,T30,56+,Female,56.9,UPI,Pending
INV000929,2025-03-12,120841,Sip,2317,West Bengal,Kolkata,T30,36-45,Female,27.7,Net Banking,Pending
INV000161,2025-03-13,148569,Sip,1901,Rajasthan,Jaipur,T30,18-25,Female,6.8,Net Banking,Pending
INV003941,2025-03-13,148567,Sip,9426,Rajasthan,Udaipur,B30,26-35,Male,8.0,Net Banking,Pending
INV002427,2025-03-13,100025,Sip,6913,Karnataka,Mysore,B30,18-25,Female,6.5,UPI,Pending
INV001218,2025-03-14,148568,Redemption,228024,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,UPI,Pending
INV000042,2025-03-14,120503,Sip,598,Punjab,Amritsar,B30,26-35,Female,15.3,Net Banking,Pending
INV002216,2025-03-14,149323,Sip,9781,Maharashtra,Mumbai,T30,46-55,Male,26.5,Net Banking,Pending
INV004026,2025-03-15,125497,Sip,549,Haryana,Faridabad,B30,26-35,Female,8.3,Mandate,Pending
INV000181,2025-03-15,119093,Lumpsum,498579,Uttar Pradesh,Lucknow,T30,36-45,Male,36.2,Net Banking,Pending
INV004692,2025-03-15,118633,Sip,2212,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,UPI,Pending
INV000634,2025-03-15,101208,Sip,1881,Karnataka,Bangalore,T30,26-35,Female,22.7,UPI,Pending
INV002392,2025-03-15,100016,Sip,3417,Madhya Pradesh,Indore,T30,56+,Female,68.4,Mandate,Pending
INV001803,2025-03-16,102887,Sip,14271,Rajasthan,Udaipur,B30,26-35,Female,20.6,Net Banking,Pending
INV000587,2025-03-16,118632,Sip,3110,Punjab,Chandigarh,T30,26-35,Male,15.5,UPI,Pending
INV003672,2025-03-16,102886,Sip,585,Uttar Pradesh,Agra,B30,36-45,Male,32.5,UPI,Pending
INV001795,2025-03-16,118633,Sip,29400,Madhya Pradesh,Indore,T30,46-55,Male,17.7,Cheque,Pending
INV001299,2025-03-16,148567,Redemption,383249,Haryana,Faridabad,B30,26-35,Male,19.9,UPI,Pending
INV003997,2025-03-16,119552,Sip,570,Telangana,Hyderabad,T30,36-45,Male,48.3,Cheque,Pending
INV000427,2025-03-16,119551,Sip,7227,Punjab,Amritsar,B30,56+,Female,18.6,Mandate,Pending
INV000391,2025-03-16,148567,Sip,868,Tamil Nadu,Chennai,T30,18-25,Male,6.3,Cheque,Pending
INV001454,2025-03-16,120843,Sip,2299,Tamil Nadu,Chennai,T30,26-35,Male,9.3,Mandate,Pending
INV003128,2025-03-17,120841,Redemption,311714,Uttar Pradesh,Kanpur,B30,18-25,Female,7.7,Net Banking,Pending
INV004805,2025-03-17,120506,Sip,470,Madhya Pradesh,Indore,T30,26-35,Female,7.6,Net Banking,Pending
INV002150,2025-03-17,119552,Sip,588,Uttar Pradesh,Kanpur,B30,26-35,Female,21.5,Mandate,Pending
INV002184,2025-03-18,118633,Redemption,246540,Uttar Pradesh,Agra,B30,36-45,Female,38.1,Mandate,Pending
INV002627,2025-03-18,100025,Sip,454,West Bengal,Kolkata,T30,26-35,Male,19.0,Cheque,Pending
INV001157,2025-03-18,118633,Lumpsum,320434,Tamil Nadu,Coimbatore,B30,36-45,Female,23.0,Mandate,Pending
INV004165,2025-03-18,119093,Lumpsum,205950,West Bengal,Kolkata,T30,26-35,Male,9.3,Net Banking,Pending
INV004319,2025-03-18,119551,Redemption,8225,Gujarat,Surat,T30,18-25,Male,3.9,Net Banking,Pending
INV001510,2025-03-19,100016,Sip,24468,Gujarat,Surat,T30,26-35,Male,15.4,Net Banking,Pending
INV000852,2025-03-19,149324,Lumpsum,160999,Maharashtra,Nashik,B30,26-35,Female,18.1,UPI,Pending
INV001141,2025-03-19,120504,Lumpsum,180952,West Bengal,Kolkata,T30,18-25,Female,3.0,UPI,Pending
INV001281,2025-03-19,101206,Sip,8990,Telangana,Hyderabad,T30,18-25,Male,7.9,Net Banking,Pending
INV001573,2025-03-20,119092,Sip,25512,Tamil Nadu,Coimbatore,B30,26-35,Male,20.7,Mandate,Pending
INV000728,2025-03-20,120842,Redemption,322908,Telangana,Hyderabad,T30,26-35,Male,8.4,Net Banking,Pending
INV003962,2025-03-20,120505,Lumpsum,92116,Haryana,Gurugram,T30,26-35,Male,20.4,UPI,Pending
INV000659,2025-03-20,102886,Redemption,192601,Haryana,Faridabad,B30,26-35,Male,17.2,Net Banking,Pending
INV001239,2025-03-21,125497,Sip,2731,Madhya Pradesh,Bhopal,B30,36-45,Male,43.5,Cheque,Pending
INV004410,2025-03-21,149324,Lumpsum,404107,Tamil Nadu,Chennai,T30,36-45,Male,45.5,Net Banking,Pending
INV003614,2025-03-21,101207,Redemption,422519,Maharashtra,Mumbai,T30,26-35,Male,13.3,UPI,Pending
INV000097,2025-03-21,120841,Sip,46091,Karnataka,Mysore,B30,18-25,Male,6.0,Mandate,Pending
INV002400,2025-03-22,125497,Sip,2233,Punjab,Chandigarh,T30,36-45,Male,15.5,UPI,Pending
INV004293,2025-03-22,120841,Sip,1114,Rajasthan,Jaipur,T30,36-45,Male,54.9,Mandate,Pending
INV000320,2025-03-22,148567,Lumpsum,130193,Uttar Pradesh,Kanpur,B30,26-35,Male,19.7,Net Banking,Pending
INV001997,2025-03-22,120841,Sip,2690,Delhi,New Delhi,T30,56+,Female,24.8,Cheque,Pending
INV000523,2025-03-22,102886,Redemption,312036,West Bengal,Kolkata,T30,36-45,Male,13.1,Cheque,Pending
INV003762,2025-03-22,102885,Lumpsum,502356,Telangana,Hyderabad,T30,36-45,Male,39.4,Mandate,Pending
INV000017,2025-03-23,120503,Sip,12884,Gujarat,Surat,T30,46-55,Female,31.5,UPI,Pending
INV003200,2025-03-23,120841,Sip,28060,Punjab,Chandigarh,T30,46-55,Male,61.2,UPI,Pending
INV002852,2025-03-23,148568,Sip,8912,West Bengal,Kolkata,T30,46-55,Male,69.5,UPI,Pending
INV004025,2025-03-23,120505,Sip,11904,Gujarat,Ahmedabad,T30,56+,Male,18.7,UPI,Pending
INV000130,2025-03-24,102886,Lumpsum,64520,Madhya Pradesh,Indore,T30,56+,Female,69.4,Cheque,Pending
INV002242,2025-03-24,149324,Redemption,172806,Gujarat,Ahmedabad,T30,26-35,Male,22.2,Cheque,Pending
INV004827,2025-03-24,120506,Redemption,49011,Uttar Pradesh,Kanpur,B30,56+,Female,43.7,Net Banking,Pending
INV000530,2025-03-24,119552,Lumpsum,28253,West Bengal,Kolkata,T30,18-25,Male,5.3,UPI,Pending
INV002476,2025-03-24,119551,Sip,1111,Telangana,Hyderabad,T30,36-45,Female,58.6,UPI,Pending
INV000925,2025-03-24,149324,Sip,8169,Karnataka,Mysore,B30,18-25,Male,3.6,Net Banking,Pending
INV004241,2025-03-25,120841,Lumpsum,43479,Maharashtra,Mumbai,T30,36-45,Male,18.9,Mandate,Pending
INV004999,2025-03-25,100025,Redemption,75502,Telangana,Hyderabad,T30,26-35,Male,24.8,Cheque,Pending
INV002635,2025-03-25,120505,Lumpsum,45058,Telangana,Hyderabad,T30,18-25,Male,3.8,Net Banking,Pending
INV003830,2025-03-25,102887,Lumpsum,108571,Punjab,Amritsar,B30,26-35,Male,17.6,UPI,Pending
INV004290,2025-03-25,148569,Sip,1108,Gujarat,Ahmedabad,T30,46-55,Male,41.9,Mandate,Pending
INV002215,2025-03-26,120843,Redemption,457109,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Mandate,Pending
INV004952,2025-03-26,102887,Lumpsum,337579,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,Mandate,Pending
INV003140,2025-03-26,120504,Sip,2969,West Bengal,Kolkata,T30,26-35,Male,16.9,Net Banking,Pending
INV003647,2025-03-26,119095,Lumpsum,147104,Haryana,Faridabad,B30,56+,Male,57.2,Net Banking,Pending
INV001870,2025-03-26,100016,Lumpsum,354003,Madhya Pradesh,Indore,T30,26-35,Male,19.3,Cheque,Pending
INV002015,2025-03-27,100016,Lumpsum,232487,Delhi,New Delhi,T30,26-35,Female,11.1,UPI,Pending
INV004622,2025-03-27,149324,Sip,2974,Delhi,New Delhi,T30,36-45,Male,48.8,Cheque,Pending
INV000414,2025-03-27,119120,Sip,4200,Tamil Nadu,Chennai,T30,36-45,Male,21.9,UPI,Pending
INV004418,2025-03-27,148569,Sip,486,Haryana,Faridabad,B30,26-35,Female,23.2,Mandate,Pending
INV003761,2025-03-27,100025,Sip,6857,Karnataka,Mysore,B30,46-55,Male,61.2,UPI,Pending
INV004737,2025-03-28,101206,Sip,56185,Madhya Pradesh,Indore,T30,46-55,Male,98.4,Cheque,Pending
INV002800,2025-03-28,119598,Sip,453,West Bengal,Kolkata,T30,36-45,Male,51.9,Cheque,Pending
INV003146,2025-03-28,101207,Sip,6031,Rajasthan,Udaipur,B30,26-35,Male,20.2,Net Banking,Pending
INV001644,2025-03-28,118636,Sip,2069,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,UPI,Pending
INV002177,2025-03-28,101206,Sip,20734,Haryana,Gurugram,T30,26-35,Male,13.2,Net Banking,Pending
INV000177,2025-03-28,101207,Sip,11913,Rajasthan,Jaipur,T30,26-35,Male,17.6,Net Banking,Pending
INV001392,2025-03-29,101206,Sip,17220,Rajasthan,Udaipur,B30,26-35,Male,18.5,UPI,Pending
INV000684,2025-03-29,120503,Sip,10564,Rajasthan,Udaipur,B30,26-35,Male,10.4,Net Banking,Pending
INV004184,2025-03-29,118635,Sip,1139,Karnataka,Bangalore,T30,26-35,Male,9.9,Mandate,Pending
INV004212,2025-03-29,102887,Lumpsum,449242,Uttar Pradesh,Kanpur,B30,36-45,Male,41.5,Cheque,Pending
INV004589,2025-03-29,118632,Lumpsum,460374,Gujarat,Ahmedabad,T30,36-45,Male,14.4,Net Banking,Pending
INV002311,2025-03-29,125498,Lumpsum,63691,Rajasthan,Udaipur,B30,36-45,Male,31.5,Cheque,Pending
INV003785,2025-03-29,120842,Lumpsum,272454,Karnataka,Bangalore,T30,36-45,Male,28.2,Mandate,Pending
INV004565,2025-03-29,120842,Lumpsum,577969,Gujarat,Surat,T30,26-35,Male,9.2,Net Banking,Pending
INV003908,2025-03-30,100033,Lumpsum,331519,Tamil Nadu,Coimbatore,B30,26-35,Female,13.8,Net Banking,Pending
INV001355,2025-03-30,120843,Lumpsum,182971,Tamil Nadu,Chennai,T30,46-55,Female,89.8,Mandate,Pending
INV003410,2025-03-30,120843,Sip,6074,Madhya Pradesh,Indore,T30,26-35,Male,7.7,Cheque,Pending
INV001413,2025-03-30,125498,Sip,17386,Karnataka,Bangalore,T30,36-45,Male,41.8,UPI,Pending
INV004130,2025-03-30,120507,Sip,43419,Punjab,Amritsar,B30,36-45,Male,57.9,UPI,Pending
INV001544,2025-03-31,120505,Sip,14177,Uttar Pradesh,Kanpur,B30,18-25,Female,5.9,Cheque,Pending
INV003728,2025-03-31,120842,Lumpsum,520598,West Bengal,Kolkata,T30,26-35,Male,16.2,UPI,Pending
INV003355,2025-03-31,101208,Redemption,399348,West Bengal,Kolkata,T30,26-35,Female,14.6,Mandate,Pending
INV003460,2025-04-01,100033,Sip,2260,Delhi,New Delhi,T30,26-35,Male,14.6,Net Banking,Pending
INV000393,2025-04-01,100033,Redemption,435535,Maharashtra,Mumbai,T30,36-45,Male,53.1,UPI,Pending
INV004463,2025-04-01,119598,Redemption,493034,Karnataka,Bangalore,T30,26-35,Female,16.1,Cheque,Pending
INV000255,2025-04-01,119599,Lumpsum,421584,Haryana,Gurugram,T30,26-35,Female,19.9,UPI,Pending
INV004153,2025-04-02,119551,Sip,28521,Uttar Pradesh,Agra,B30,46-55,Male,96.3,Mandate,Pending
INV000394,2025-04-02,100025,Redemption,308623,Maharashtra,Mumbai,T30,26-35,Male,12.2,Mandate,Pending
INV003047,2025-04-03,125497,Sip,16323,Maharashtra,Mumbai,T30,46-55,Male,40.0,Cheque,Pending
INV003868,2025-04-03,118634,Sip,13662,Gujarat,Surat,T30,36-45,Male,25.8,Net Banking,Pending
INV004785,2025-04-03,119551,Sip,6466,Punjab,Amritsar,B30,26-35,Female,14.5,UPI,Pending
INV001334,2025-04-03,102887,Sip,936,Punjab,Amritsar,B30,36-45,Male,38.6,UPI,Pending
INV002218,2025-04-03,101207,Lumpsum,343828,Punjab,Amritsar,B30,36-45,Male,52.7,Cheque,Pending
INV002590,2025-04-03,125498,Sip,2287,West Bengal,Kolkata,T30,36-45,Male,45.1,Cheque,Pending
INV003120,2025-04-03,118634,Lumpsum,296566,Punjab,Amritsar,B30,26-35,Male,19.1,Net Banking,Pending
INV002208,2025-04-03,148569,Sip,8125,Punjab,Chandigarh,T30,56+,Male,61.1,Cheque,Pending
INV002351,2025-04-03,120505,Sip,3459,Gujarat,Ahmedabad,T30,36-45,Male,18.9,Net Banking,Pending
INV003534,2025-04-03,118634,Sip,8942,Madhya Pradesh,Indore,T30,46-55,Male,75.7,Net Banking,Pending
INV000251,2025-04-03,120844,Redemption,320615,Haryana,Faridabad,B30,26-35,Male,19.4,UPI,Pending
INV003028,2025-04-03,100016,Sip,15034,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Cheque,Pending
INV003004,2025-04-04,148568,Lumpsum,55108,Tamil Nadu,Chennai,T30,46-55,Female,34.6,UPI,Pending
INV002436,2025-04-04,119598,Sip,1725,Gujarat,Surat,T30,46-55,Male,28.8,Mandate,Pending
INV002593,2025-04-04,119095,Sip,454,Madhya Pradesh,Indore,T30,36-45,Male,36.5,UPI,Pending
INV002402,2025-04-04,119095,Sip,4690,Uttar Pradesh,Lucknow,T30,46-55,Male,55.5,Cheque,Pending
INV003331,2025-04-04,118636,Sip,4582,Karnataka,Bangalore,T30,26-35,Female,7.1,Cheque,Pending
INV004661,2025-04-04,119599,Sip,7630,Maharashtra,Nashik,B30,26-35,Male,9.8,UPI,Pending
INV004871,2025-04-05,120504,Sip,2290,Punjab,Chandigarh,T30,26-35,Male,9.2,Cheque,Pending
INV002534,2025-04-05,102885,Redemption,264852,Madhya Pradesh,Indore,T30,46-55,Male,31.0,UPI,Pending
INV000441,2025-04-05,125497,Sip,5801,Tamil Nadu,Chennai,T30,26-35,Female,8.3,Cheque,Pending
INV001904,2025-04-05,119598,Redemption,98699,West Bengal,Kolkata,T30,36-45,Female,55.0,Net Banking,Pending
INV002189,2025-04-05,100033,Lumpsum,162832,Uttar Pradesh,Lucknow,T30,36-45,Male,37.4,UPI,Pending
INV001311,2025-04-05,118636,Sip,1788,Telangana,Hyderabad,T30,26-35,Male,20.9,Cheque,Pending
INV000418,2025-04-05,120843,Lumpsum,387280,Rajasthan,Jaipur,T30,26-35,Female,13.6,UPI,Pending
INV002111,2025-04-05,120504,Sip,6651,Telangana,Hyderabad,T30,36-45,Female,29.2,Mandate,Pending
INV000994,2025-04-05,119094,Lumpsum,67103,Maharashtra,Pune,T30,26-35,Female,6.1,Net Banking,Pending
INV001509,2025-04-05,120503,Sip,1882,West Bengal,Kolkata,T30,18-25,Male,8.0,Mandate,Pending
INV000403,2025-04-05,119094,Lumpsum,446276,Rajasthan,Jaipur,T30,18-25,Female,7.7,Cheque,Pending
INV001180,2025-04-06,120506,Sip,2950,Telangana,Hyderabad,T30,26-35,Male,10.5,Cheque,Pending
INV004452,2025-04-06,100033,Redemption,378854,Rajasthan,Udaipur,B30,26-35,Male,17.6,Cheque,Pending
INV002541,2025-04-06,148569,Lumpsum,277250,Karnataka,Mysore,B30,46-55,Male,63.8,Mandate,Pending
INV001870,2025-04-06,118632,Sip,59998,Madhya Pradesh,Indore,T30,26-35,Male,19.3,Net Banking,Pending
INV003329,2025-04-06,119095,Sip,22411,Madhya Pradesh,Indore,T30,56+,Male,25.2,Mandate,Pending
INV003734,2025-04-07,119092,Sip,412,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Cheque,Pending
INV003920,2025-04-07,118635,Redemption,339906,Punjab,Chandigarh,T30,26-35,Male,20.3,Mandate,Pending
INV001867,2025-04-08,149324,Lumpsum,350738,Rajasthan,Jaipur,T30,26-35,Male,22.1,Mandate,Pending
INV004868,2025-04-08,100016,Sip,9366,Karnataka,Bangalore,T30,36-45,Male,49.4,Mandate,Pending
INV001300,2025-04-08,148567,Redemption,245122,Uttar Pradesh,Agra,B30,36-45,Female,53.8,Mandate,Pending
INV003211,2025-04-08,120842,Sip,43293,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,UPI,Pending
INV003412,2025-04-08,120842,Lumpsum,72438,Rajasthan,Jaipur,T30,18-25,Male,7.8,Net Banking,Pending
INV003516,2025-04-08,120841,Sip,9931,Delhi,Gurugram,T30,36-45,Female,14.0,Cheque,Pending
INV002961,2025-04-09,118635,Sip,2631,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Mandate,Pending
INV002307,2025-04-09,119599,Sip,28161,Gujarat,Ahmedabad,T30,26-35,Male,24.2,Mandate,Pending
INV004034,2025-04-09,102886,Redemption,338703,Karnataka,Mysore,B30,46-55,Male,71.0,Net Banking,Pending
INV000493,2025-04-09,120843,Sip,44398,Punjab,Chandigarh,T30,18-25,Male,4.2,UPI,Pending
INV004498,2025-04-09,149322,Lumpsum,38109,Punjab,Chandigarh,T30,26-35,Male,6.7,Net Banking,Pending
INV004833,2025-04-09,119120,Lumpsum,437811,Madhya Pradesh,Bhopal,B30,26-35,Female,16.5,Cheque,Pending
INV004840,2025-04-10,120507,Lumpsum,373299,Maharashtra,Pune,T30,18-25,Male,6.5,Mandate,Pending
